File Name,File Path,Created Time,Last Modified Time,SHA256 Hash,,
payment_logs.txt,scan_folder\payment_logs.txt,2026-03-04 14:39:34,2026-04-14 20:21:37.498822,badd79f4494346e09ac943fb6980d30097ae07c2d371b188a6b0ce86bf74d546,UNCHANGED,2026-04-14 20:27:31.165860
sales_data.txt,scan_folder\sales_data.txt,2026-04-06 10:54:54,2026-04-14 20:21:37.506826,4f9c00caf26a5c755ab7304ee21effc089023c901c65b2957d72de322dcb608e,UNCHANGED,2026-04-14 20:27:31.165860
employee_access.txt,scan_folder\employee_access.txt,2026-03-04 14:23:40,2026-04-14 20:27:20.488367,ae22f94077cac2f5a8e1accf39e7f76b59f668396deefd0e61917f8f3ef79e36,UNCHANGED,2026-04-14 20:28:24.794840
payment_logs.txt,scan_folder\payment_logs.txt,2026-03-04 14:39:34,2026-04-14 20:21:37.498822,badd79f4494346e09ac943fb6980d30097ae07c2d371b188a6b0ce86bf74d546,UNCHANGED,2026-04-14 20:28:24.794840
sales_data.txt,scan_folder\sales_data.txt,2026-04-06 10:54:54,2026-04-14 20:21:37.506826,4f9c00caf26a5c755ab7304ee21effc089023c901c65b2957d72de322dcb608e,UNCHANGED,2026-04-14 20:28:24.794840
employee_access.txt,scan_folder\employee_access.txt,2026-03-04 14:23:40,2026-04-14 20:27:20.488367,ae22f94077cac2f5a8e1accf39e7f76b59f668396deefd0e61917f8f3ef79e36,UNCHANGED,2026-04-14 23:55:47.227925
payment_logs.txt,scan_folder\payment_logs.txt,2026-03-04 14:39:34,2026-04-14 20:21:37.498822,badd79f4494346e09ac943fb6980d30097ae07c2d371b188a6b0ce86bf74d546,UNCHANGED,2026-04-14 23:55:47.227925
sales_data.txt,scan_folder\sales_data.txt,2026-04-06 10:54:54,2026-04-14 20:21:37.506826,4f9c00caf26a5c755ab7304ee21effc089023c901c65b2957d72de322dcb608e,UNCHANGED,2026-04-14 23:55:47.227925
Assignment.docx,scan_folder\Assignment.docx,2026-04-14 23:58:04.177900,2026-04-14 23:58:04.177900,f99e1499e4c1f33ed762891d488ca7c327ced526a28729ecb24d2207ae4b86c9,NEW,2026-04-14 23:58:04.263272
employee_access.txt,scan_folder\employee_access.txt,2026-03-04 14:23:40,2026-04-14 20:27:20.488367,ae22f94077cac2f5a8e1accf39e7f76b59f668396deefd0e61917f8f3ef79e36,UNCHANGED,2026-04-14 23:58:04.263272
payment_logs.txt,scan_folder\payment_logs.txt,2026-03-04 14:39:34,2026-04-14 20:21:37.498822,badd79f4494346e09ac943fb6980d30097ae07c2d371b188a6b0ce86bf74d546,UNCHANGED,2026-04-14 23:58:04.263272
sales_data.txt,scan_folder\sales_data.txt,2026-04-06 10:54:54,2026-04-14 20:21:37.506826,4f9c00caf26a5c755ab7304ee21effc089023c901c65b2957d72de322dcb608e,UNCHANGED,2026-04-14 23:58:04.263272
Assignment.docx,scan_folder\Assignment.docx,2026-04-14 23:58:04.177900,2026-04-15 00:04:26.659838,f99e1499e4c1f33ed762891d488ca7c327ced526a28729ecb24d2207ae4b86c9,UNCHANGED,2026-04-15 00:04:26.751434
employee_access.txt,scan_folder\employee_access.txt,2026-03-04 14:23:40,2026-04-14 20:27:20.488367,ae22f94077cac2f5a8e1accf39e7f76b59f668396deefd0e61917f8f3ef79e36,UNCHANGED,2026-04-15 00:04:26.751434
payment_logs.txt,scan_folder\payment_logs.txt,2026-03-04 14:39:34,2026-04-14 20:21:37.498822,badd79f4494346e09ac943fb6980d30097ae07c2d371b188a6b0ce86bf74d546,UNCHANGED,2026-04-15 00:04:26.751434
sales_data.txt,scan_folder\sales_data.txt,2026-04-06 10:54:54,2026-04-14 20:21:37.506826,4f9c00caf26a5c755ab7304ee21effc089023c901c65b2957d72de322dcb608e,UNCHANGED,2026-04-15 00:04:26.751434
Assignment.docx,scan_folder\Assignment.docx,2026-04-14 23:58:04.177900,2026-04-15 00:04:26.659838,f99e1499e4c1f33ed762891d488ca7c327ced526a28729ecb24d2207ae4b86c9,UNCHANGED,2026-04-15 00:16:10.560586
employee_access.txt,scan_folder\employee_access.txt,2026-03-04 14:23:40,2026-04-14 20:27:20.488367,ae22f94077cac2f5a8e1accf39e7f76b59f668396deefd0e61917f8f3ef79e36,UNCHANGED,2026-04-15 00:16:10.560586
payment_logs.txt,scan_folder\payment_logs.txt,2026-03-04 14:39:34,2026-04-14 20:21:37.498822,badd79f4494346e09ac943fb6980d30097ae07c2d371b188a6b0ce86bf74d546,UNCHANGED,2026-04-15 00:16:10.560586
sales_data.txt,scan_folder\sales_data.txt,2026-04-06 10:54:54,2026-04-14 20:21:37.506826,4f9c00caf26a5c755ab7304ee21effc089023c901c65b2957d72de322dcb608e,UNCHANGED,2026-04-15 00:16:10.560586
Assignment.docx,scan_folder\Assignment.docx,2026-04-14 23:58:04.177900,2026-04-15 00:04:26.659838,f99e1499e4c1f33ed762891d488ca7c327ced526a28729ecb24d2207ae4b86c9,UNCHANGED,2026-04-15 00:18:14.763370
employee_access.txt,scan_folder\employee_access.txt,2026-03-04 14:23:40,2026-04-14 20:27:20.488367,ae22f94077cac2f5a8e1accf39e7f76b59f668396deefd0e61917f8f3ef79e36,UNCHANGED,2026-04-15 00:18:14.763370
payment_logs.txt,scan_folder\payment_logs.txt,2026-03-04 14:39:34,2026-04-14 20:21:37.498822,badd79f4494346e09ac943fb6980d30097ae07c2d371b188a6b0ce86bf74d546,UNCHANGED,2026-04-15 00:18:14.763370
sales_data.txt,scan_folder\sales_data.txt,2026-04-06 10:54:54,2026-04-14 20:21:37.506826,4f9c00caf26a5c755ab7304ee21effc089023c901c65b2957d72de322dcb608e,UNCHANGED,2026-04-15 00:18:14.763370
Assignment.docx,scan_folder\Assignment.docx,2026-04-14 23:58:04.177900,2026-04-15 00:04:26.659838,f99e1499e4c1f33ed762891d488ca7c327ced526a28729ecb24d2207ae4b86c9,UNCHANGED,2026-04-15 00:22:17.714939
employee_access.txt,scan_folder\employee_access.txt,2026-03-04 14:23:40,2026-04-15 00:22:17.634695,de6e343d638be68a4373ec196640bff500cdfca3c6bfd73504e02dd58beca126,MODIFIED,2026-04-15 00:22:17.714939
payment_logs.txt,scan_folder\payment_logs.txt,2026-03-04 14:39:34,2026-04-14 20:21:37.498822,badd79f4494346e09ac943fb6980d30097ae07c2d371b188a6b0ce86bf74d546,UNCHANGED,2026-04-15 00:22:17.714939
sales_data.txt,scan_folder\sales_data.txt,2026-04-06 10:54:54,2026-04-14 20:21:37.506826,4f9c00caf26a5c755ab7304ee21effc089023c901c65b2957d72de322dcb608e,UNCHANGED,2026-04-15 00:22:17.714939
Assignment.docx,scan_folder\Assignment.docx,2026-04-14 23:58:04.177900,2026-04-15 00:04:26.659838,f99e1499e4c1f33ed762891d488ca7c327ced526a28729ecb24d2207ae4b86c9,UNCHANGED,2026-04-15 00:24:05.801596
employee_access.txt,scan_folder\employee_access.txt,2026-03-04 14:23:40,2026-04-15 00:24:05.710593,53b865be419041110fd0883d7bcd6cfe083b95181b4f124ec89a1ca7fff6d53f,MODIFIED,2026-04-15 00:24:05.801596
payment_logs.txt,scan_folder\payment_logs.txt,2026-03-04 14:39:34,2026-04-14 20:21:37.498822,badd79f4494346e09ac943fb6980d30097ae07c2d371b188a6b0ce86bf74d546,UNCHANGED,2026-04-15 00:24:05.801596
